"scenario","N","T","r_true","r_est","rank_misspec_add","K","SNR_target","sigma2","N1k","T1k","N2k","T2k","c_ell","c_u","rep","method","xy_type","mu_true","mu_hat","sq_err"
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,56,44,44,36,0.70922347662996,1.46560282394628,3,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.136135889857297,-0.0703366423119187,0.00432954097753799
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,56,44,44,36,0.70922347662996,1.46560282394628,3,"oracle_pool","leading_eigenvectors_U2V2",-0.136135889857297,-0.227512214151649,0.00834963264154663
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,56,44,44,36,0.70922347662996,1.46560282394628,3,"oracle_nopool","leading_eigenvectors_U2V2",-0.136135889857297,-0.227512214151649,0.00834963264154663
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,56,44,44,36,0.70922347662996,1.46560282394628,3,"oracle_local","leading_eigenvectors_U2V2",-0.136135889857297,-0.160185881181554,0.000578402082696852
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,36,41,64,39,0.470946891498519,1.53806971266171,4,"real_pool_misspec","leading_eigenvectors_U2V2",-0.486498567151299,-0.330505828682681,0.0243337344549384
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,36,41,64,39,0.470946891498519,1.53806971266171,4,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.486498567151299,-0.330505828682681,0.0243337344549384
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,36,41,64,39,0.470946891498519,1.53806971266171,4,"oracle_pool","leading_eigenvectors_U2V2",-0.486498567151299,-0.563292735767159,0.00589734433340115
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,36,41,64,39,0.470946891498519,1.53806971266171,4,"oracle_nopool","leading_eigenvectors_U2V2",-0.486498567151299,-0.563292735767159,0.00589734433340115
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,36,41,64,39,0.470946891498519,1.53806971266171,4,"oracle_local","leading_eigenvectors_U2V2",-0.486498567151299,-0.562404376657305,0.00576169191676216
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,47,55,53,25,0.517715051622966,1.39890836386229,5,"real_pool_misspec","leading_eigenvectors_U2V2",-0.292134806823771,-0.2437068927785,0.00234526285877618
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,47,55,53,25,0.517715051622966,1.39890836386229,5,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.292134806823771,-0.2437068927785,0.00234526285877618
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,47,55,53,25,0.517715051622966,1.39890836386229,5,"oracle_pool","leading_eigenvectors_U2V2",-0.292134806823771,-0.178292689465678,0.0129600276845738
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,47,55,53,25,0.517715051622966,1.39890836386229,5,"oracle_nopool","leading_eigenvectors_U2V2",-0.292134806823771,-0.178292689465678,0.0129600276845738
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,47,55,53,25,0.517715051622966,1.39890836386229,5,"oracle_local","leading_eigenvectors_U2V2",-0.292134806823771,-0.224205860807944,0.00461434170682111
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,63,36,37,44,0.519372325145414,1.52537685735837,6,"real_pool_misspec","leading_eigenvectors_U2V2",-0.677772212516411,-0.298318346648928,0.143985236321778
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,63,36,37,44,0.519372325145414,1.52537685735837,6,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.677772212516411,-0.298318346648928,0.143985236321778
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,63,36,37,44,0.519372325145414,1.52537685735837,6,"oracle_pool","leading_eigenvectors_U2V2",-0.677772212516411,-0.684989978373974,5.20961439745999e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,63,36,37,44,0.519372325145414,1.52537685735837,6,"oracle_nopool","leading_eigenvectors_U2V2",-0.677772212516411,-0.684989978373974,5.20961439745999e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,63,36,37,44,0.519372325145414,1.52537685735837,6,"oracle_local","leading_eigenvectors_U2V2",-0.677772212516411,-0.714872632507047,0.00137644116348161
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,44,54,56,26,0.61661702950438,1.47997073197732,7,"real_pool_misspec","leading_eigenvectors_U2V2",0.580550170340954,0.583710022038102,9.98466274797013e-06
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,44,54,56,26,0.61661702950438,1.47997073197732,7,"real_nopool_misspec","leading_eigenvectors_U2V2",0.580550170340954,0.583710022038102,9.98466274797013e-06
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,44,54,56,26,0.61661702950438,1.47997073197732,7,"oracle_pool","leading_eigenvectors_U2V2",0.580550170340954,0.697023551518427,0.013566048522913
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,44,54,56,26,0.61661702950438,1.47997073197732,7,"oracle_nopool","leading_eigenvectors_U2V2",0.580550170340954,0.697023551518427,0.013566048522913
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,44,54,56,26,0.61661702950438,1.47997073197732,7,"oracle_local","leading_eigenvectors_U2V2",0.580550170340954,0.721399731740397,0.0198385989464156
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,38,53,62,27,0.562486782275997,1.29781753472485,8,"real_pool_misspec","leading_eigenvectors_U2V2",0.384735245610099,0.335011219264781,0.00247247879598988
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,38,53,62,27,0.562486782275997,1.29781753472485,8,"real_nopool_misspec","leading_eigenvectors_U2V2",0.384735245610099,0.335011219264781,0.00247247879598988
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,38,53,62,27,0.562486782275997,1.29781753472485,8,"oracle_pool","leading_eigenvectors_U2V2",0.384735245610099,0.53573907840966,0.0228021575201576
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,38,53,62,27,0.562486782275997,1.29781753472485,8,"oracle_nopool","leading_eigenvectors_U2V2",0.384735245610099,0.53573907840966,0.0228021575201576
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,38,53,62,27,0.562486782275997,1.29781753472485,8,"oracle_local","leading_eigenvectors_U2V2",0.384735245610099,0.388291963812583,1.26502443718774e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,57,32,43,48,0.756701532114008,1.36752606043177,9,"real_pool_misspec","leading_eigenvectors_U2V2",-0.0272130579267973,6.6640526310089e-05,0.000744181947692469
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,57,32,43,48,0.756701532114008,1.36752606043177,9,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.0272130579267973,6.6640526310089e-05,0.000744181947692469
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,57,32,43,48,0.756701532114008,1.36752606043177,9,"oracle_pool","leading_eigenvectors_U2V2",-0.0272130579267973,-0.129101671754919,0.0103812896278162
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,57,32,43,48,0.756701532114008,1.36752606043177,9,"oracle_nopool","leading_eigenvectors_U2V2",-0.0272130579267973,-0.129101671754919,0.0103812896278162
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,57,32,43,48,0.756701532114008,1.36752606043177,9,"oracle_local","leading_eigenvectors_U2V2",-0.0272130579267973,0.0212443122027556,0.00234811671987248
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,42,51,58,29,0.614248831128818,1.43855813415419,10,"real_pool_misspec","leading_eigenvectors_U2V2",-0.191960944113193,-0.154821204380728,0.00137936026739528
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,42,51,58,29,0.614248831128818,1.43855813415419,10,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.191960944113193,-0.154821204380728,0.00137936026739528
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,42,51,58,29,0.614248831128818,1.43855813415419,10,"oracle_pool","leading_eigenvectors_U2V2",-0.191960944113193,-0.243153349872536,0.0026206624074292
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,42,51,58,29,0.614248831128818,1.43855813415419,10,"oracle_nopool","leading_eigenvectors_U2V2",-0.191960944113193,-0.243153349872536,0.0026206624074292
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,42,51,58,29,0.614248831128818,1.43855813415419,10,"oracle_local","leading_eigenvectors_U2V2",-0.191960944113193,-0.306207530792116,0.0130522825677846
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,59,37,41,43,0.54246019282552,1.48972308578644,11,"real_pool_misspec","leading_eigenvectors_U2V2",-0.319841540759719,-0.286082414690504,0.0011396785929571
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,59,37,41,43,0.54246019282552,1.48972308578644,11,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.319841540759719,-0.286082414690504,0.0011396785929571
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,59,37,41,43,0.54246019282552,1.48972308578644,11,"oracle_pool","leading_eigenvectors_U2V2",-0.319841540759719,-0.349754249632148,0.000894770152086698
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,59,37,41,43,0.54246019282552,1.48972308578644,11,"oracle_nopool","leading_eigenvectors_U2V2",-0.319841540759719,-0.349754249632148,0.000894770152086698
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,59,37,41,43,0.54246019282552,1.48972308578644,11,"oracle_local","leading_eigenvectors_U2V2",-0.319841540759719,-0.366159301557151,0.00214533496528815
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,51,59,49,21,0.580252777680644,1.36597350507622,12,"real_pool_misspec","leading_eigenvectors_U2V2",0.115144186834888,0.100042615310294,0.000228057462512441
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,51,59,49,21,0.580252777680644,1.36597350507622,12,"real_nopool_misspec","leading_eigenvectors_U2V2",0.115144186834888,0.100042615310294,0.000228057462512441
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,51,59,49,21,0.580252777680644,1.36597350507622,12,"oracle_pool","leading_eigenvectors_U2V2",0.115144186834888,0.100289264855351,0.000220668707018123
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,51,59,49,21,0.580252777680644,1.36597350507622,12,"oracle_nopool","leading_eigenvectors_U2V2",0.115144186834888,0.100289264855351,0.000220668707018123
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,51,59,49,21,0.580252777680644,1.36597350507622,12,"oracle_local","leading_eigenvectors_U2V2",0.115144186834888,0.164067402903857,0.00239348107053099
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,56,44,44,36,0.717860423426532,1.49764384995009,13,"real_pool_misspec","leading_eigenvectors_U2V2",-0.132396450387509,-0.17991213724646,0.00225774049767785
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,56,44,44,36,0.717860423426532,1.49764384995009,13,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.132396450387509,-0.17991213724646,0.00225774049767785
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,56,44,44,36,0.717860423426532,1.49764384995009,13,"oracle_pool","leading_eigenvectors_U2V2",-0.132396450387509,-0.102127248738463,0.000916224568470627
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,56,44,44,36,0.717860423426532,1.49764384995009,13,"oracle_nopool","leading_eigenvectors_U2V2",-0.132396450387509,-0.102127248738463,0.000916224568470627
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,56,44,44,36,0.717860423426532,1.49764384995009,13,"oracle_local","leading_eigenvectors_U2V2",-0.132396450387509,-0.095110214393811,0.00139026339457775
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,59,56,41,24,0.705464758946638,1.39506748671606,14,"real_pool_misspec","leading_eigenvectors_U2V2",-0.623486415853621,-0.551063575201686,0.00524506784809558
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,59,56,41,24,0.705464758946638,1.39506748671606,14,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.623486415853621,-0.551063575201686,0.00524506784809558
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,59,56,41,24,0.705464758946638,1.39506748671606,14,"oracle_pool","leading_eigenvectors_U2V2",-0.623486415853621,-0.603305081791008,0.000407286244546758
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,59,56,41,24,0.705464758946638,1.39506748671606,14,"oracle_nopool","leading_eigenvectors_U2V2",-0.623486415853621,-0.603305081791008,0.000407286244546758
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,59,56,41,24,0.705464758946638,1.39506748671606,14,"oracle_local","leading_eigenvectors_U2V2",-0.623486415853621,-0.599351883760692,0.00058247563934459
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,30,60,70,20,0.502839656340898,1.57655225144369,15,"real_pool_misspec","leading_eigenvectors_U2V2",0.0510979824066691,-0.114130954319668,0.0273006015317158
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,30,60,70,20,0.502839656340898,1.57655225144369,15,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0510979824066691,-0.114130954319668,0.0273006015317158
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,30,60,70,20,0.502839656340898,1.57655225144369,15,"oracle_pool","leading_eigenvectors_U2V2",0.0510979824066691,-0.122906070579486,0.0302774104556086
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,30,60,70,20,0.502839656340898,1.57655225144369,15,"oracle_nopool","leading_eigenvectors_U2V2",0.0510979824066691,-0.122906070579486,0.0302774104556086
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,30,60,70,20,0.502839656340898,1.57655225144369,15,"oracle_local","leading_eigenvectors_U2V2",0.0510979824066691,0.0884080526484342,0.00139204134144545
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,32,42,68,38,0.304843820995976,1.49702055523639,16,"real_pool_misspec","leading_eigenvectors_U2V2",0.127341213614033,-0.136509215555785,0.0696170489730972
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,32,42,68,38,0.304843820995976,1.49702055523639,16,"real_nopool_misspec","leading_eigenvectors_U2V2",0.127341213614033,-0.136509215555785,0.0696170489730972
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,32,42,68,38,0.304843820995976,1.49702055523639,16,"oracle_pool","leading_eigenvectors_U2V2",0.127341213614033,-0.143705938348507,0.0734665585870042
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,32,42,68,38,0.304843820995976,1.49702055523639,16,"oracle_nopool","leading_eigenvectors_U2V2",0.127341213614033,-0.143705938348507,0.0734665585870042
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,32,42,68,38,0.304843820995976,1.49702055523639,16,"oracle_local","leading_eigenvectors_U2V2",0.127341213614033,0.000141481597978527,0.0161797718249561
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,66,52,34,28,0.6545416693047,1.29509365103807,17,"real_pool_misspec","leading_eigenvectors_U2V2",0.526498683042703,0.222562525074626,0.0923771881203957
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,66,52,34,28,0.6545416693047,1.29509365103807,17,"real_nopool_misspec","leading_eigenvectors_U2V2",0.526498683042703,0.222562525074626,0.0923771881203957
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,66,52,34,28,0.6545416693047,1.29509365103807,17,"oracle_pool","leading_eigenvectors_U2V2",0.526498683042703,0.476971723529286,0.0024529197186436
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,66,52,34,28,0.6545416693047,1.29509365103807,17,"oracle_nopool","leading_eigenvectors_U2V2",0.526498683042703,0.476971723529286,0.0024529197186436
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,66,52,34,28,0.6545416693047,1.29509365103807,17,"oracle_local","leading_eigenvectors_U2V2",0.526498683042703,0.544722085620575,0.000332092401515209
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,40,60,60,20,0.570714112193592,1.25385106747106,18,"real_pool_misspec","leading_eigenvectors_U2V2",-0.201401877310043,-0.19553434246765,3.44279651266903e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,40,60,60,20,0.570714112193592,1.25385106747106,18,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.201401877310043,-0.19553434246765,3.44279651266903e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,40,60,60,20,0.570714112193592,1.25385106747106,18,"oracle_pool","leading_eigenvectors_U2V2",-0.201401877310043,-0.245446204604159,0.00193990276679121
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,40,60,60,20,0.570714112193592,1.25385106747106,18,"oracle_nopool","leading_eigenvectors_U2V2",-0.201401877310043,-0.245446204604159,0.00193990276679121
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,40,60,60,20,0.570714112193592,1.25385106747106,18,"oracle_local","leading_eigenvectors_U2V2",-0.201401877310043,-0.281642596434407,0.00643857300559512
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,55,50,45,30,0.672090940234983,1.36787050561865,19,"real_pool_misspec","leading_eigenvectors_U2V2",0.0234178864976378,-0.188377637021242,0.0448573437826362
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,55,50,45,30,0.672090940234983,1.36787050561865,19,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0234178864976378,-0.188377637021242,0.0448573437826362
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,55,50,45,30,0.672090940234983,1.36787050561865,19,"oracle_pool","leading_eigenvectors_U2V2",0.0234178864976378,0.0550927545639301,0.00100329726701702
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,55,50,45,30,0.672090940234983,1.36787050561865,19,"oracle_nopool","leading_eigenvectors_U2V2",0.0234178864976378,0.0550927545639301,0.00100329726701702
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,55,50,45,30,0.672090940234983,1.36787050561865,19,"oracle_local","leading_eigenvectors_U2V2",0.0234178864976378,0.0196359666051503,1.43029180731926e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,39,35,61,45,0.582697504764389,1.6389274376598,20,"real_pool_misspec","leading_eigenvectors_U2V2",0.651434454380936,0.47375119666828,0.0315713400713821
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,39,35,61,45,0.582697504764389,1.6389274376598,20,"real_nopool_misspec","leading_eigenvectors_U2V2",0.651434454380936,0.47375119666828,0.0315713400713821
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,39,35,61,45,0.582697504764389,1.6389274376598,20,"oracle_pool","leading_eigenvectors_U2V2",0.651434454380936,0.729895428694817,0.00615612449028344
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,39,35,61,45,0.582697504764389,1.6389274376598,20,"oracle_nopool","leading_eigenvectors_U2V2",0.651434454380936,0.729895428694817,0.00615612449028344
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,39,35,61,45,0.582697504764389,1.6389274376598,20,"oracle_local","leading_eigenvectors_U2V2",0.651434454380936,0.611893694232193,0.00156347171314044
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,63,59,37,21,0.72428419829696,1.2539366635788,21,"real_pool_misspec","leading_eigenvectors_U2V2",-0.514208367071379,-0.401993648019357,0.0125921431719242
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,63,59,37,21,0.72428419829696,1.2539366635788,21,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.514208367071379,-0.401993648019357,0.0125921431719242
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,63,59,37,21,0.72428419829696,1.2539366635788,21,"oracle_pool","leading_eigenvectors_U2V2",-0.514208367071379,-0.50339290504832,0.000116974218772216
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,63,59,37,21,0.72428419829696,1.2539366635788,21,"oracle_nopool","leading_eigenvectors_U2V2",-0.514208367071379,-0.50339290504832,0.000116974218772216
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,63,59,37,21,0.72428419829696,1.2539366635788,21,"oracle_local","leading_eigenvectors_U2V2",-0.514208367071379,-0.522912624264565,7.57640932851324e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,30,57,70,23,0.357701256271397,1.43289033724836,22,"real_pool_misspec","leading_eigenvectors_U2V2",0.338408727751228,0.118635228781744,0.0483003908492898
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,30,57,70,23,0.357701256271397,1.43289033724836,22,"real_nopool_misspec","leading_eigenvectors_U2V2",0.338408727751228,0.118635228781744,0.0483003908492898
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,30,57,70,23,0.357701256271397,1.43289033724836,22,"oracle_pool","leading_eigenvectors_U2V2",0.338408727751228,0.0334965651518336,0.0929714269010397
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,30,57,70,23,0.357701256271397,1.43289033724836,22,"oracle_nopool","leading_eigenvectors_U2V2",0.338408727751228,0.0334965651518336,0.0929714269010397
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,30,57,70,23,0.357701256271397,1.43289033724836,22,"oracle_local","leading_eigenvectors_U2V2",0.338408727751228,0.220407324491969,0.0139243311711543
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,66,35,34,45,0.379520723447763,1.4219784051476,23,"real_pool_misspec","leading_eigenvectors_U2V2",-0.496599108376913,-0.359582916747341,0.0187734367686716
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,1,1,0.0036,66,35,34,45,0.379520723447763,1.4219784051476,23,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.496599108376913,-0.359582916747341,0.0187734367686716
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,66,35,34,45,0.379520723447763,1.4219784051476,23,"oracle_pool","leading_eigenvectors_U2V2",-0.496599108376913,-0.608818371183905,0.0125931629449447
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,1,1,0.0036,66,35,34,45,0.379520723447763,1.4219784051476,23,"oracle_nopool","leading_eigenvectors_U2V2",-0.496599108376913,-0.608818371183905,0.0125931629449447
