"scenario","N","T","r","K","x_val","SNR_target","sigma2","N1k","T1k","c_ell","c_u","rep","method","mu_true","mu_hat","sq_err"
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.663763908094035,1.26724744998316,6,"real_pool",-0.00106075204636212,0.0032452425189206,1.85415891962443e-05
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.663763908094035,1.26724744998316,6,"oracle_local",-0.00106075204636212,0.00221076278713895,1.07028093058175e-05
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.673886978841614,1.29921391129019,7,"real_pool",-0.037331844058929,-0.03622452519762,1.22615506061069e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.673886978841614,1.29921391129019,7,"oracle_local",-0.037331844058929,-0.0368303463154422,2.51499986722384e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.701592982852421,1.37781616858534,8,"real_pool",-0.0119527059108751,-0.0116969273515576,6.54226714065147e-08
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.701592982852421,1.37781616858534,8,"oracle_local",-0.0119527059108751,-0.0123180130030433,1.33449271588445e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.741281627059184,1.31034900682094,9,"real_pool",0.00839406100393122,0.00741983137737351,9.49123365262782e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.741281627059184,1.31034900682094,9,"oracle_local",0.00839406100393122,0.00838437583047433,9.38025848900144e-11
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.719522821266238,1.38236902056403,10,"real_pool",-0.00449654265675771,-0.00670348071858104,4.87057560872448e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.719522821266238,1.38236902056403,10,"oracle_local",-0.00449654265675771,-0.00729197012352541,7.81441472195924e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.605128220380367,1.19366320673614,11,"real_pool",0.0112154565847203,0.00864724072262064,6.59573271434031e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.605128220380367,1.19366320673614,11,"oracle_local",0.0112154565847203,0.00844384881651548,7.68180962077336e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.725811449386474,1.29863488180807,12,"real_pool",-0.0138103485299531,-0.0145446831454851,5.39247327568428e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.725811449386474,1.29863488180807,12,"oracle_local",-0.0138103485299531,-0.012167162490808,2.70006035924162e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.725986471067779,1.36881774149685,13,"real_pool",0.0104236178927102,0.0119679475684108,2.38495414724961e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.725986471067779,1.36881774149685,13,"oracle_local",0.0104236178927102,0.0152021154028761,2.28340384546612e-05
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.635986130118008,1.31175491605659,14,"real_pool",0.0096190804576451,0.00819481596827063,2.0285293356931e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.635986130118008,1.31175491605659,14,"oracle_local",0.0096190804576451,0.00838127790925057,1.53215514881199e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.706429401420544,1.33941184686853,15,"real_pool",-0.00707457514092296,-0.00736159192273649,8.23786330425929e-08
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.706429401420544,1.33941184686853,15,"oracle_local",-0.00707457514092296,-0.00748408234535185,1.67696150479164e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.668668197228378,1.40514124243571,16,"real_pool",0.0186343563879652,0.0160654763180796,6.59914481345559e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.668668197228378,1.40514124243571,16,"oracle_local",0.0186343563879652,0.0173072647888093,1.76117211255019e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.648042803539666,1.33451131324558,17,"real_pool",-0.00968518781033851,-0.0101434629578302,2.10016110808576e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.648042803539666,1.33451131324558,17,"oracle_local",-0.00968518781033851,-0.00973627748788062,2.61015515135712e-09
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.688007287980243,1.29890536996577,18,"real_pool",0.00408764407265824,0.00155732019574155,6.40253892209475e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.688007287980243,1.29890536996577,18,"oracle_local",0.00408764407265824,0.00165930838658267,5.89681420426814e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.511670097605259,1.3398719943201,19,"real_pool",0.0402006392021019,0.0406155495928385,1.72150632341256e-07
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.511670097605259,1.3398719943201,19,"oracle_local",0.0402006392021019,0.0403311970735095,1.70453577864949e-08
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.676872486554742,1.24861422029954,20,"real_pool",-0.00964562362024999,-0.0076779779928029,3.87162931521166e-06
"fixed_x_window",200,200,6,100,89,1,0.0018,89,89,0.676872486554742,1.24861422029954,20,"oracle_local",-0.00964562362024999,-0.00775256273045087,3.58367953248705e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.708957425636418,1.34140548260197,1,"real_pool",0.00467793028033831,0.00382087702988877,7.34540274106117e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.708957425636418,1.34140548260197,1,"oracle_local",0.00467793028033831,0.0047991768914046,1.47007406950606e-08
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.695843495108633,1.32251400578448,2,"real_pool",-0.00226794936893631,0.000878296024860913,9.89886007799023e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.695843495108633,1.32251400578448,2,"oracle_local",-0.00226794936893631,-0.00020841941297402,4.24166363950603e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.740649791967843,1.35140372039628,3,"real_pool",0.00760233887744408,0.00707882469896094,2.74067095072876e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.740649791967843,1.35140372039628,3,"oracle_local",0.00760233887744408,0.00784899874245661,6.08410890079979e-08
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.810540856125072,1.35407795248768,4,"real_pool",-0.00104515338926804,0.000177785716600858,1.49558005666341e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.810540856125072,1.35407795248768,4,"oracle_local",-0.00104515338926804,-0.000962734516327979,6.79287061670923e-09
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.674705088384894,1.34700992923791,5,"real_pool",-0.0246304632574554,-0.0263485359563107,2.95177379855191e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.674705088384894,1.34700992923791,5,"oracle_local",-0.0246304632574554,-0.0263332678756566,2.89954356776705e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.586206248303638,1.31083490465626,6,"real_pool",0.0115542788342022,0.0150885556079991,1.24911123138004e-05
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.586206248303638,1.31083490465626,6,"oracle_local",0.0115542788342022,0.0165213465912479,2.46717621030839e-05
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.817619362997703,1.37617115856389,7,"real_pool",0.00589181816352726,0.00714127593095257,1.56114471257942e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.817619362997703,1.37617115856389,7,"oracle_local",0.00589181816352726,0.00583708595281158,2.99561488982562e-09
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.679329531229063,1.27193577852069,8,"real_pool",-0.00630139249770079,-0.0053751540311442,8.57917696929109e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.679329531229063,1.27193577852069,8,"oracle_local",-0.00630139249770079,-0.00496050016748641,1.79799224122776e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.689274095561623,1.36974531164806,9,"real_pool",-0.0131897334930774,-0.0129663170047266,4.99149272669875e-08
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.689274095561623,1.36974531164806,9,"oracle_local",-0.0131897334930774,-0.0138127455476959,3.88144020199963e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.603585534046435,1.33506865398531,10,"real_pool",-0.0211685074186004,-0.0189904366626836,4.74399221777969e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.603585534046435,1.33506865398531,10,"oracle_local",-0.0211685074186004,-0.0190542281439746,4.47017685111196e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.723542918957907,1.42141018899401,11,"real_pool",0.00438461831481451,0.00209722587574687,5.23216417030383e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.723542918957907,1.42141018899401,11,"oracle_local",0.00438461831481451,0.00302138361517895,1.85840884629046e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.675016391085986,1.38410334232072,12,"real_pool",-0.0213631455357979,-0.0159944657033347,2.88227231434967e-05
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.675016391085986,1.38410334232072,12,"oracle_local",-0.0213631455357979,-0.0168339980877121,2.05131766065024e-05
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.770062330016083,1.30968417234684,13,"real_pool",0.00272932897388674,0.00335403307115549,3.90255209144362e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.770062330016083,1.30968417234684,13,"oracle_local",0.00272932897388674,0.00208496687911158,4.15202509183025e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.709246036009845,1.22131441687427,14,"real_pool",0.00832572314649871,0.00603468670790149,5.24884796298026e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.709246036009845,1.22131441687427,14,"oracle_local",0.00832572314649871,0.00638867013751273,3.75217435962164e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.747036003067819,1.39459444650603,15,"real_pool",-0.00958465723705669,-0.0102862717588753,4.92262937226724e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.747036003067819,1.39459444650603,15,"oracle_local",-0.00958465723705669,-0.00980534646453246,4.87037351238493e-08
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.798915573181672,1.35365332834108,16,"real_pool",-0.0253980586867837,-0.0241286608786103,1.61137079539548e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.798915573181672,1.35365332834108,16,"oracle_local",-0.0253980586867837,-0.0243603109247653,1.07692041757414e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.671331061922026,1.27261979564602,17,"real_pool",-0.0025949931551613,-0.00162624733829113,9.38468457703455e-07
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.671331061922026,1.27261979564602,17,"oracle_local",-0.0025949931551613,-0.00268386948701743,7.89900236420097e-09
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.717120361401666,1.29559249304112,18,"real_pool",-0.012609593271206,-0.0084890853593985,1.69785854512681e-05
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.717120361401666,1.29559249304112,18,"oracle_local",-0.012609593271206,-0.00864980840352677,1.56798961983012e-05
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.756136561149052,1.28415359507094,19,"real_pool",0.0147775270194679,0.0145950859858651,3.32847307420724e-08
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.756136561149052,1.28415359507094,19,"oracle_local",0.0147775270194679,0.0148501833086298,5.27893635477361e-09
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.735909561557538,1.29398012217366,20,"real_pool",-0.0016005770112868,-0.000471104096535442,1.27570906515693e-06
"fixed_x_window",200,200,6,100,99,1,0.0018,99,99,0.735909561557538,1.29398012217366,20,"oracle_local",-0.0016005770112868,0.000885496318572216,6.18056060143629e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.677880598961827,1.27570456764631,1,"real_pool",-0.0126150234986781,-0.0151822173803255,6.59048442596808e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.677880598961827,1.27570456764631,1,"oracle_local",-0.0126150234986781,-0.0140283431359197,1.99747239701275e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.716750496459273,1.28377133302025,2,"real_pool",0.0226088083679325,0.0220045058871111,3.65181488326896e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.716750496459273,1.28377133302025,2,"oracle_local",0.0226088083679325,0.0248272180050651,4.92134131812291e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.67311609075377,1.28097508448951,3,"real_pool",-0.0144615445508875,-0.0153447394674295,7.80033260605503e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.67311609075377,1.28097508448951,3,"oracle_local",-0.0144615445508875,-0.0145766630198099,1.32522618870368e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.764267943428813,1.26806555946437,4,"real_pool",-0.00691002478295503,-0.00895655845411393,4.18830006718714e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.764267943428813,1.26806555946437,4,"oracle_local",-0.00691002478295503,-0.00950755706050416,6.74717393290956e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.754149037418776,1.29503465633982,5,"real_pool",-0.00427779700748291,-0.00366258977330714,3.78479940982203e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.754149037418776,1.29503465633982,5,"oracle_local",-0.00427779700748291,-0.00361999851433012,4.32698857594085e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.70145848175705,1.31863175549515,6,"real_pool",0.0188757957053758,0.0140219144461604,2.35601632785626e-05
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.70145848175705,1.31863175549515,6,"oracle_local",0.0188757957053758,0.014309601833394,2.08501264765241e-05
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.719289140942856,1.24957028329891,7,"real_pool",0.0125335695091967,0.0118121831126603,5.20398333107817e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.719289140942856,1.24957028329891,7,"oracle_local",0.0125335695091967,0.0128720568330441,1.14573668405323e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.732590621955073,1.31203486820408,8,"real_pool",-0.00014385621186778,-0.00137285601778479,1.51044052294406e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.732590621955073,1.31203486820408,8,"oracle_local",-0.00014385621186778,-0.000289568994610024,2.12322150544885e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.811610691269789,1.28455167659031,9,"real_pool",-0.00331205178625951,-0.00234398124104877,9.37160580504621e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.811610691269789,1.28455167659031,9,"oracle_local",-0.00331205178625951,-0.00163672667507448,2.80671422816714e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.788060535117233,1.1605576258343,10,"real_pool",0.00927267229557761,0.0079307444835782,1.80077025261753e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.788060535117233,1.1605576258343,10,"oracle_local",0.00927267229557761,0.00912764492750383,2.10329374904063e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.74306409770727,1.24730427682199,11,"real_pool",0.0029594134190831,0.00341536397626913,2.07890910598253e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.74306409770727,1.24730427682199,11,"oracle_local",0.0029594134190831,0.0031745168817164,4.62694996368344e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.776674335017949,1.26083541366273,12,"real_pool",-0.00408818253686037,-0.00248661370112353,2.56502273560346e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.776674335017949,1.26083541366273,12,"oracle_local",-0.00408818253686037,-0.00365923136744598,1.83999105741974e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.722850325546932,1.32714569238127,13,"real_pool",0.0049659154224322,0.00568429058538487,5.16062874747285e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.722850325546932,1.32714569238127,13,"oracle_local",0.0049659154224322,0.00442371195677182,2.93984598174121e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.741266996162921,1.31917292544117,14,"real_pool",-0.0196433027487047,-0.0174629881658245,4.75377168032031e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.741266996162921,1.31917292544117,14,"oracle_local",-0.0196433027487047,-0.0167540633709998,8.34770418168066e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.679560574936576,1.27206917671531,15,"real_pool",-0.0140662866833034,-0.0168896111029514,7.97116077858055e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.679560574936576,1.27206917671531,15,"oracle_local",-0.0140662866833034,-0.018061558871734,1.59621998596465e-05
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.645651323250466,1.22674112693639,16,"real_pool",-0.00135912454299258,-0.00150430796896928,2.10782271783344e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.645651323250466,1.22674112693639,16,"oracle_local",-0.00135912454299258,-0.00195372998028756,3.53555626060762e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.730542605300683,1.2172238103162,17,"real_pool",-0.0270417878184884,-0.0252181150861246,3.32578223476725e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.730542605300683,1.2172238103162,17,"oracle_local",-0.0270417878184884,-0.0273994103094505,1.27893846041927e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.66339001181724,1.27885133543919,18,"real_pool",-0.020623174443453,-0.0204081639423995,4.62295155632722e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.66339001181724,1.27885133543919,18,"oracle_local",-0.020623174443453,-0.0185499788084546,4.29814014097625e-06
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.741887312460729,1.28273713048077,19,"real_pool",0.00359336703466673,0.00274210601840286,7.24645317810602e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.741887312460729,1.28273713048077,19,"oracle_local",0.00359336703466673,0.0039226635309514,1.08436182465358e-07
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.776358269392979,1.31622034530866,20,"real_pool",-0.000885533592048836,-0.00110422384605949,4.78254271992449e-08
"fixed_x_window",200,200,6,100,109,1,0.0018,109,109,0.776358269392979,1.31622034530866,20,"oracle_local",-0.000885533592048836,-0.000832356473035585,2.82780598654952e-09
"fixed_x_window",200,200,6,100,119,1,0.0018,119,119,0.692280011654064,1.23548152772411,1,"real_pool",-0.0359070598930978,-0.036271099695256,1.32524977555354e-07
"fixed_x_window",200,200,6,100,119,1,0.0018,119,119,0.692280011654064,1.23548152772411,1,"oracle_local",-0.0359070598930978,-0.0345059488321882,1.96311220500323e-06
"fixed_x_window",200,200,6,100,119,1,0.0018,119,119,0.743408927321396,1.18589033743776,2,"real_pool",0.000125190518982539,-0.000594377915460634,5.17778731846999e-07
"fixed_x_window",200,200,6,100,119,1,0.0018,119,119,0.743408927321396,1.18589033743776,2,"oracle_local",0.000125190518982539,-0.000161561894007266,8.22269463554761e-08
